ProveAar;Opplegg;Mikrobe;Antibiotika;region;antall;Andel_R;Andel_S_I;antall_R;antall_S_I
2000;Blod;Escherichia coli;Gentamicin;Nord;20;0;100;0;20
2000;Blod;Escherichia coli;Gentamicin;Midt;21;0;100;0;21
2000;Blod;Escherichia coli;Gentamicin;Øst;24;0;100;0;24
2000;Blod;Escherichia coli;Gentamicin;Oslo/Akershus;21;0;100;0;21
2000;Blod;Escherichia coli;Gentamicin;Sør;20;0;100;0;20
2000;Blod;Escherichia coli;Gentamicin;Norge;106;0;100;0;106
2000;Blod;Escherichia coli;Meropenem;Norge;107;0;100;0;107
2000;Blod;Escherichia coli;Meropenem;Midt;21;0;100;0;21
2000;Blod;Escherichia coli;Meropenem;Oslo/Akershus;21;0;100;0;21
2000;Blod;Escherichia coli;Meropenem;Nord;20;0;100;0;20
2000;Blod;Escherichia coli;Meropenem;Øst;24;0;100;0;24
2000;Blod;Escherichia coli;Meropenem;Sør;21;0;100;0;21
2000;Blod;Klebsiella oxytoca;Ceftazidim;Midt;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Ceftazidim;Nord;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Ceftazidim;Norge;6;0;100;0;6
2000;Blod;Klebsiella oxytoca;Ciprofloxacin;Norge;6;0;100;0;6
2000;Blod;Klebsiella oxytoca;Ciprofloxacin;Nord;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Ciprofloxacin;Midt;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Gentamicin;Nord;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Gentamicin;Midt;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Gentamicin;Norge;6;0;100;0;6
2000;Blod;Klebsiella oxytoca;Meropenem;Norge;6;0;100;0;6
2000;Blod;Klebsiella oxytoca;Meropenem;Midt;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Meropenem;Nord;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Nord;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Midt;3;0;100;0;3
2000;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Norge;6;0;100;0;6
2000;Blod;Klebsiella pneumoniae;Ceftazidim;Norge;37;2.7027027027;97.297297297;1;36
2000;Blod;Klebsiella pneumoniae;Ceftazidim;Midt;6;0;100;0;6
2000;Blod;Klebsiella pneumoniae;Ceftazidim;Sør;4;0;100;0;4
2000;Blod;Klebsiella pneumoniae;Ceftazidim;Øst;3;0;100;0;3
2000;Blod;Klebsiella pneumoniae;Ceftazidim;Nord;8;0;100;0;8
2000;Blod;Klebsiella pneumoniae;Ceftazidim;Oslo/Akershus;16;6.25;93.75;1;15
2000;Blod;Klebsiella pneumoniae;Ciprofloxacin;Sør;4;0;100;0;4
2000;Blod;Klebsiella pneumoniae;Ciprofloxacin;Øst;3;0;100;0;3
2000;Blod;Klebsiella pneumoniae;Ciprofloxacin;Oslo/Akershus;16;6.25;93.75;1;15
2000;Blod;Klebsiella pneumoniae;Ciprofloxacin;Midt;6;0;100;0;6
2000;Blod;Klebsiella pneumoniae;Ciprofloxacin;Nord;9;11.111111111;88.888888889;1;8
2000;Blod;Klebsiella pneumoniae;Ciprofloxacin;Norge;38;5.2631578947;94.736842105;2;36
2000;Blod;Klebsiella pneumoniae;Gentamicin;Norge;38;0;100;0;38
2000;Blod;Klebsiella pneumoniae;Gentamicin;Nord;9;0;100;0;9
2000;Blod;Klebsiella pneumoniae;Gentamicin;Midt;6;0;100;0;6
2000;Blod;Klebsiella pneumoniae;Gentamicin;Sør;4;0;100;0;4
2000;Blod;Klebsiella pneumoniae;Gentamicin;Øst;3;0;100;0;3
2000;Blod;Klebsiella pneumoniae;Gentamicin;Oslo/Akershus;16;0;100;0;16
2000;Blod;Klebsiella pneumoniae;Meropenem;Sør;4;0;100;0;4
2000;Blod;Klebsiella pneumoniae;Meropenem;Midt;6;0;100;0;6
2000;Blod;Klebsiella pneumoniae;Meropenem;Oslo/Akershus;16;0;100;0;16
2000;Blod;Klebsiella pneumoniae;Meropenem;Nord;9;0;100;0;9
2000;Blod;Klebsiella pneumoniae;Meropenem;Øst;3;0;100;0;3
2000;Blod;Klebsiella pneumoniae;Meropenem;Norge;38;0;100;0;38
2000;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Norge;38;5.2631578947;94.736842105;2;36
2000;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Oslo/Akershus;16;12.5;87.5;2;14
2000;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Sør;4;0;100;0;4
2000;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Nord;9;0;100;0;9
2000;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Øst;3;0;100;0;3
2000;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Midt;6;0;100;0;6
2000;Blod;Staphylococcus aureus;Erytromycin;Midt;20;0;100;0;20
2000;Blod;Staphylococcus aureus;Erytromycin;Oslo/Akershus;21;4.7619047619;95.238095238;1;20
2000;Blod;Staphylococcus aureus;Erytromycin;Sør;21;0;100;0;21
2000;Blod;Staphylococcus aureus;Erytromycin;Øst;11;0;100;0;11
2000;Blod;Staphylococcus aureus;Erytromycin;Nord;21;0;100;0;21
2000;Blod;Staphylococcus aureus;Erytromycin;Norge;94;1.0638297872;98.936170213;1;93
2000;Blod;Staphylococcus aureus;Fucidin;Norge;94;0;100;0;94
2000;Blod;Staphylococcus aureus;Fucidin;Sør;21;0;100;0;21
2000;Blod;Staphylococcus aureus;Fucidin;Midt;20;0;100;0;20
2000;Blod;Staphylococcus aureus;Fucidin;Oslo/Akershus;21;0;100;0;21
2000;Blod;Staphylococcus aureus;Fucidin;Øst;11;0;100;0;11
2000;Blod;Staphylococcus aureus;Fucidin;Nord;21;0;100;0;21
2000;Blod;Staphylococcus aureus;Gentamicin;Oslo/Akershus;21;4.7619047619;95.238095238;1;20
2000;Blod;Staphylococcus aureus;Gentamicin;Midt;20;0;100;0;20
2000;Blod;Staphylococcus aureus;Gentamicin;Øst;11;0;100;0;11
2000;Blod;Staphylococcus aureus;Gentamicin;Nord;21;0;100;0;21
2000;Blod;Staphylococcus aureus;Gentamicin;Sør;21;0;100;0;21
2000;Blod;Staphylococcus aureus;Gentamicin;Norge;94;1.0638297872;98.936170213;1;93
2000;Blod;Staphylococcus aureus;Klindamycin;Norge;94;0;100;0;94
2000;Blod;Staphylococcus aureus;Klindamycin;Øst;11;0;100;0;11
2000;Blod;Staphylococcus aureus;Klindamycin;Sør;21;0;100;0;21
2000;Blod;Staphylococcus aureus;Klindamycin;Midt;20;0;100;0;20
2000;Blod;Staphylococcus aureus;Klindamycin;Oslo/Akershus;21;0;100;0;21
2000;Blod;Staphylococcus aureus;Klindamycin;Nord;21;0;100;0;21
2000;Blod;Streptococcus pneumoniae;Cefotaxim;Vest;1;0;100;0;1
2000;Blod;Streptococcus pneumoniae;Cefotaxim;Midt;17;0;100;0;17
2000;Blod;Streptococcus pneumoniae;Cefotaxim;Sør;13;0;100;0;13
2000;Blod;Streptococcus pneumoniae;Cefotaxim;Oslo/Akershus;20;0;100;0;20
2000;Blod;Streptococcus pneumoniae;Cefotaxim;Øst;19;0;100;0;19
2000;Blod;Streptococcus pneumoniae;Cefotaxim;Nord;18;0;100;0;18
2000;Blod;Streptococcus pneumoniae;Cefotaxim;Norge;88;0;100;0;88
2000;Blod;Streptococcus pneumoniae;Erytromycin;Norge;88;2.2727272727;97.727272727;2;86
2000;Blod;Streptococcus pneumoniae;Erytromycin;Oslo/Akershus;20;10;90;2;18
2000;Blod;Streptococcus pneumoniae;Erytromycin;Vest;1;0;100;0;1
2000;Blod;Streptococcus pneumoniae;Erytromycin;Midt;17;0;100;0;17
2000;Blod;Streptococcus pneumoniae;Erytromycin;Sør;13;0;100;0;13
2000;Blod;Streptococcus pneumoniae;Erytromycin;Nord;18;0;100;0;18
2000;Blod;Streptococcus pneumoniae;Erytromycin;Øst;19;0;100;0;19
2000;Blod;Streptococcus pneumoniae;Klindamycin;Øst;19;0;100;0;19
2000;Blod;Streptococcus pneumoniae;Klindamycin;Midt;17;0;100;0;17
2000;Blod;Streptococcus pneumoniae;Klindamycin;Oslo/Akershus;20;0;100;0;20
2000;Blod;Streptococcus pneumoniae;Klindamycin;Sør;13;0;100;0;13
2000;Blod;Streptococcus pneumoniae;Klindamycin;Nord;18;0;100;0;18
2000;Blod;Streptococcus pneumoniae;Klindamycin;Vest;1;0;100;0;1
2000;Blod;Streptococcus pneumoniae;Klindamycin;Norge;88;0;100;0;88
2000;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Norge;88;2.2727272727;97.727272727;2;86
2000;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Vest;1;0;100;0;1
2000;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Sør;13;0;100;0;13
2000;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Oslo/Akershus;20;0;100;0;20
2000;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Nord;18;5.5555555556;94.444444444;1;17
2000;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Midt;17;5.8823529412;94.117647059;1;16
2000;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Øst;19;0;100;0;19
2000;Urin;Enterococcus faecalis;Ampicillin;Øst;5;0;100;0;5
2000;Urin;Enterococcus faecalis;Ampicillin;Midt;31;0;100;0;31
2000;Urin;Enterococcus faecalis;Ampicillin;Norge;36;0;100;0;36
2000;Urin;Enterococcus faecalis;Ciprofloxacin;Norge;36;19.444444444;80.555555556;7;29
2000;Urin;Enterococcus faecalis;Ciprofloxacin;Midt;31;22.580645161;77.419354839;7;24
2000;Urin;Enterococcus faecalis;Ciprofloxacin;Øst;5;0;100;0;5
2000;Urin;Enterococcus faecalis;Nitrofurantoin;Øst;5;0;100;0;5
2000;Urin;Enterococcus faecalis;Nitrofurantoin;Midt;31;0;100;0;31
2000;Urin;Enterococcus faecalis;Nitrofurantoin;Norge;36;0;100;0;36
2000;Urin;Escherichia coli;Ciprofloxacin;Norge;444;1.5765765766;98.423423423;7;437
2000;Urin;Escherichia coli;Ciprofloxacin;Sør;72;1.3888888889;98.611111111;1;71
2000;Urin;Escherichia coli;Ciprofloxacin;Oslo/Akershus;84;1.1904761905;98.80952381;1;83
2000;Urin;Escherichia coli;Ciprofloxacin;Midt;113;0.8849557522;99.115044248;1;112
2000;Urin;Escherichia coli;Ciprofloxacin;Nord;87;3.4482758621;96.551724138;3;84
2000;Urin;Escherichia coli;Ciprofloxacin;Øst;88;1.1363636364;98.863636364;1;87
2000;Urin;Escherichia coli;Mecillinam;Midt;113;3.5398230088;96.460176991;4;109
2000;Urin;Escherichia coli;Mecillinam;Oslo/Akershus;84;2.380952381;97.619047619;2;82
2000;Urin;Escherichia coli;Mecillinam;Sør;72;1.3888888889;98.611111111;1;71
2000;Urin;Escherichia coli;Mecillinam;Øst;87;4.5977011494;95.402298851;4;83
2000;Urin;Escherichia coli;Mecillinam;Nord;87;2.2988505747;97.701149425;2;85
2000;Urin;Escherichia coli;Mecillinam;Norge;443;2.934537246;97.065462754;13;430
2000;Urin;Escherichia coli;Nitrofurantoin;Norge;444;1.1261261261;98.873873874;5;439
2000;Urin;Escherichia coli;Nitrofurantoin;Nord;87;1.1494252874;98.850574713;1;86
2000;Urin;Escherichia coli;Nitrofurantoin;Øst;88;1.1363636364;98.863636364;1;87
2000;Urin;Escherichia coli;Nitrofurantoin;Sør;72;0;100;0;72
2000;Urin;Escherichia coli;Nitrofurantoin;Oslo/Akershus;84;2.380952381;97.619047619;2;82
2000;Urin;Escherichia coli;Nitrofurantoin;Midt;113;0.8849557522;99.115044248;1;112
2000;Urin;Escherichia coli;Trimetoprim;Nord;86;27.906976744;72.093023256;24;62
2000;Urin;Escherichia coli;Trimetoprim;Midt;113;18.584070796;81.415929204;21;92
2000;Urin;Escherichia coli;Trimetoprim;Oslo/Akershus;84;10.714285714;89.285714286;9;75
2000;Urin;Escherichia coli;Trimetoprim;Øst;88;20.454545455;79.545454545;18;70
2000;Urin;Escherichia coli;Trimetoprim;Sør;72;12.5;87.5;9;63
2000;Urin;Escherichia coli;Trimetoprim;Norge;443;18.284424379;81.715575621;81;362
2000;Urin;Klebsiella oxytoca;Ciprofloxacin;Norge;2;0;100;0;2
2000;Urin;Klebsiella oxytoca;Ciprofloxacin;Midt;2;0;100;0;2
2000;Urin;Klebsiella oxytoca;Mecillinam;Midt;2;0;100;0;2
2000;Urin;Klebsiella oxytoca;Mecillinam;Norge;2;0;100;0;2
2000;Urin;Klebsiella oxytoca;Trimetoprim;Norge;2;0;100;0;2
2000;Urin;Klebsiella oxytoca;Trimetoprim;Midt;2;0;100;0;2
2000;Urin;Klebsiella pneumoniae;Ciprofloxacin;Øst;2;0;100;0;2
2000;Urin;Klebsiella pneumoniae;Ciprofloxacin;Midt;15;0;100;0;15
2000;Urin;Klebsiella pneumoniae;Ciprofloxacin;Norge;17;0;100;0;17
2000;Urin;Klebsiella pneumoniae;Mecillinam;Norge;17;17.647058824;82.352941176;3;14
2000;Urin;Klebsiella pneumoniae;Mecillinam;Øst;2;50;50;1;1
2000;Urin;Klebsiella pneumoniae;Mecillinam;Midt;15;13.333333333;86.666666667;2;13
2000;Urin;Klebsiella pneumoniae;Trimetoprim;Øst;2;0;100;0;2
2000;Urin;Klebsiella pneumoniae;Trimetoprim;Midt;15;6.6666666667;93.333333333;1;14
2000;Urin;Klebsiella pneumoniae;Trimetoprim;Norge;17;5.8823529412;94.117647059;1;16
2000;Luft;Haemophilus influenzae;Amoxicillin / Clavulanat;Norge;203;1.4778325123;98.522167488;3;200
2000;Luft;Haemophilus influenzae;Amoxicillin / Clavulanat;Øst;48;4.1666666667;95.833333333;2;46
2000;Luft;Haemophilus influenzae;Amoxicillin / Clavulanat;Midt;30;0;100;0;30
2000;Luft;Haemophilus influenzae;Amoxicillin / Clavulanat;Oslo/Akershus;45;2.2222222222;97.777777778;1;44
2000;Luft;Haemophilus influenzae;Amoxicillin / Clavulanat;Sør;41;0;100;0;41
2000;Luft;Haemophilus influenzae;Amoxicillin / Clavulanat;Nord;39;0;100;0;39
2000;Luft;Haemophilus influenzae;Ampicillin;Oslo/Akershus;45;4.4444444444;95.555555556;2;43
2000;Luft;Haemophilus influenzae;Ampicillin;Midt;30;6.6666666667;93.333333333;2;28
2000;Luft;Haemophilus influenzae;Ampicillin;Nord;39;10.256410256;89.743589744;4;35
2000;Luft;Haemophilus influenzae;Ampicillin;Sør;41;0;100;0;41
2000;Luft;Haemophilus influenzae;Ampicillin;Øst;48;10.416666667;89.583333333;5;43
2000;Luft;Haemophilus influenzae;Ampicillin;Norge;203;6.4039408867;93.596059113;13;190
2000;Luft;Haemophilus influenzae;Betalaktamase;Norge;204;7.8431372549;92.156862745;16;188
2000;Luft;Haemophilus influenzae;Betalaktamase;Sør;41;0;100;0;41
2000;Luft;Haemophilus influenzae;Betalaktamase;Øst;49;8.1632653061;91.836734694;4;45
2000;Luft;Haemophilus influenzae;Betalaktamase;Oslo/Akershus;44;6.8181818182;93.181818182;3;41
2000;Luft;Haemophilus influenzae;Betalaktamase;Midt;31;16.129032258;83.870967742;5;26
2000;Luft;Haemophilus influenzae;Betalaktamase;Nord;39;10.256410256;89.743589744;4;35
2000;Luft;Haemophilus influenzae;Doxycykline;Øst;1;0;100;0;1
2000;Luft;Haemophilus influenzae;Doxycykline;Norge;1;0;100;0;1
2000;Luft;Haemophilus influenzae;Trimetoprim - sulfa;Norge;204;8.8235294118;91.176470588;18;186
2000;Luft;Haemophilus influenzae;Trimetoprim - sulfa;Oslo/Akershus;45;8.8888888889;91.111111111;4;41
2000;Luft;Haemophilus influenzae;Trimetoprim - sulfa;Nord;38;7.8947368421;92.105263158;3;35
2000;Luft;Haemophilus influenzae;Trimetoprim - sulfa;Øst;49;6.1224489796;93.87755102;3;46
2000;Luft;Haemophilus influenzae;Trimetoprim - sulfa;Midt;31;9.6774193548;90.322580645;3;28
2000;Luft;Haemophilus influenzae;Trimetoprim - sulfa;Sør;41;12.195121951;87.804878049;5;36
2000;Luft;Streptococcus pneumoniae;Erytromycin;Oslo/Akershus;44;0;100;0;44
2000;Luft;Streptococcus pneumoniae;Erytromycin;Øst;51;1.9607843137;98.039215686;1;50
2000;Luft;Streptococcus pneumoniae;Erytromycin;Nord;34;0;100;0;34
2000;Luft;Streptococcus pneumoniae;Erytromycin;Sør;47;0;100;0;47
2000;Luft;Streptococcus pneumoniae;Erytromycin;Midt;25;4;96;1;24
2000;Luft;Streptococcus pneumoniae;Erytromycin;Norge;201;0.9950248756;99.004975124;2;199
2000;Luft;Streptococcus pneumoniae;Klindamycin;Norge;199;0.5025125628;99.497487437;1;198
2000;Luft;Streptococcus pneumoniae;Klindamycin;Nord;32;0;100;0;32
2000;Luft;Streptococcus pneumoniae;Klindamycin;Oslo/Akershus;44;0;100;0;44
2000;Luft;Streptococcus pneumoniae;Klindamycin;Sør;47;0;100;0;47
2000;Luft;Streptococcus pneumoniae;Klindamycin;Øst;51;0;100;0;51
2000;Luft;Streptococcus pneumoniae;Klindamycin;Midt;25;4;96;1;24
2000;Luft;Streptococcus pneumoniae;Trimetoprim - sulfa;Sør;47;0;100;0;47
2000;Luft;Streptococcus pneumoniae;Trimetoprim - sulfa;Øst;49;4.0816326531;95.918367347;2;47
2000;Luft;Streptococcus pneumoniae;Trimetoprim - sulfa;Nord;33;6.0606060606;93.939393939;2;31
2000;Luft;Streptococcus pneumoniae;Trimetoprim - sulfa;Oslo/Akershus;44;2.2727272727;97.727272727;1;43
2000;Luft;Streptococcus pneumoniae;Trimetoprim - sulfa;Midt;25;0;100;0;25
2000;Luft;Streptococcus pneumoniae;Trimetoprim - sulfa;Norge;198;2.5252525253;97.474747475;5;193
2001;Blod;Enterococcus faecalis;Ampicillin;Norge;117;0;100;0;117
2001;Blod;Enterococcus faecalis;Ampicillin;Oslo/Akershus;17;0;100;0;17
2001;Blod;Enterococcus faecalis;Ampicillin;Øst;15;0;100;0;15
2001;Blod;Enterococcus faecalis;Ampicillin;Midt;8;0;100;0;8
2001;Blod;Enterococcus faecalis;Ampicillin;Sør;33;0;100;0;33
2001;Blod;Enterococcus faecalis;Ampicillin;Nord;13;0;100;0;13
2001;Blod;Enterococcus faecalis;Ampicillin;Vest;31;0;100;0;31
2001;Blod;Enterococcus faecalis;Vancomycin;Øst;30;3.3333333333;96.666666667;1;29
2001;Blod;Enterococcus faecalis;Vancomycin;Oslo/Akershus;34;14.705882353;85.294117647;5;29
2001;Blod;Enterococcus faecalis;Vancomycin;Nord;26;23.076923077;76.923076923;6;20
2001;Blod;Enterococcus faecalis;Vancomycin;Midt;15;0;100;0;15
2001;Blod;Enterococcus faecalis;Vancomycin;Vest;62;4.8387096774;95.161290323;3;59
2001;Blod;Enterococcus faecalis;Vancomycin;Sør;66;3.0303030303;96.96969697;2;64
2001;Blod;Enterococcus faecalis;Vancomycin;Norge;233;7.2961373391;92.703862661;17;216
2001;Blod;Enterococcus faecium;Ampicillin;Norge;25;32;68;8;17
2001;Blod;Enterococcus faecium;Ampicillin;Nord;1;0;100;0;1
2001;Blod;Enterococcus faecium;Ampicillin;Oslo/Akershus;3;66.666666667;33.333333333;2;1
2001;Blod;Enterococcus faecium;Ampicillin;Øst;3;0;100;0;3
2001;Blod;Enterococcus faecium;Ampicillin;Midt;3;66.666666667;33.333333333;2;1
2001;Blod;Enterococcus faecium;Ampicillin;Sør;6;0;100;0;6
2001;Blod;Enterococcus faecium;Ampicillin;Vest;9;44.444444444;55.555555556;4;5
2001;Blod;Enterococcus faecium;Vancomycin;Oslo/Akershus;6;0;100;0;6
2001;Blod;Enterococcus faecium;Vancomycin;Nord;2;0;100;0;2
2001;Blod;Enterococcus faecium;Vancomycin;Vest;18;0;100;0;18
2001;Blod;Enterococcus faecium;Vancomycin;Midt;6;0;100;0;6
2001;Blod;Enterococcus faecium;Vancomycin;Øst;6;16.666666667;83.333333333;1;5
2001;Blod;Enterococcus faecium;Vancomycin;Sør;12;0;100;0;12
2001;Blod;Enterococcus faecium;Vancomycin;Norge;50;2;98;1;49
2001;Blod;Escherichia coli;Ampicillin;Norge;500;29.6;70.4;148;352
2001;Blod;Escherichia coli;Ampicillin;Øst;54;29.62962963;70.37037037;16;38
2001;Blod;Escherichia coli;Ampicillin;Oslo/Akershus;82;28.048780488;71.951219512;23;59
2001;Blod;Escherichia coli;Ampicillin;Sør;156;25.641025641;74.358974359;40;116
2001;Blod;Escherichia coli;Ampicillin;Vest;100;34;66;34;66
2001;Blod;Escherichia coli;Ampicillin;Midt;61;37.704918033;62.295081967;23;38
2001;Blod;Escherichia coli;Ampicillin;Nord;47;25.531914894;74.468085106;12;35
2001;Blod;Escherichia coli;Cefotaxim;Midt;1;0;100;0;1
2001;Blod;Escherichia coli;Cefotaxim;Norge;1;0;100;0;1
2001;Blod;Escherichia coli;Ceftazidim;Norge;500;0;100;0;500
2001;Blod;Escherichia coli;Ceftazidim;Sør;156;0;100;0;156
2001;Blod;Escherichia coli;Ceftazidim;Nord;47;0;100;0;47
2001;Blod;Escherichia coli;Ceftazidim;Vest;100;0;100;0;100
2001;Blod;Escherichia coli;Ceftazidim;Midt;61;0;100;0;61
2001;Blod;Escherichia coli;Ceftazidim;Øst;54;0;100;0;54
2001;Blod;Escherichia coli;Ceftazidim;Oslo/Akershus;82;0;100;0;82
2001;Blod;Escherichia coli;Ciprofloxacin;Vest;97;2.0618556701;97.93814433;2;95
2001;Blod;Escherichia coli;Ciprofloxacin;Nord;47;0;100;0;47
2001;Blod;Escherichia coli;Ciprofloxacin;Oslo/Akershus;82;3.6585365854;96.341463415;3;79
2001;Blod;Escherichia coli;Ciprofloxacin;Øst;54;3.7037037037;96.296296296;2;52
2001;Blod;Escherichia coli;Ciprofloxacin;Sør;155;1.935483871;98.064516129;3;152
2001;Blod;Escherichia coli;Ciprofloxacin;Midt;61;0;100;0;61
2001;Blod;Escherichia coli;Ciprofloxacin;Norge;496;2.0161290323;97.983870968;10;486
2001;Blod;Escherichia coli;Gentamicin;Norge;498;0.4016064257;99.598393574;2;496
2001;Blod;Escherichia coli;Gentamicin;Oslo/Akershus;82;1.2195121951;98.780487805;1;81
2001;Blod;Escherichia coli;Gentamicin;Nord;47;0;100;0;47
2001;Blod;Escherichia coli;Gentamicin;Øst;54;0;100;0;54
2001;Blod;Escherichia coli;Gentamicin;Vest;100;0;100;0;100
2001;Blod;Escherichia coli;Gentamicin;Midt;60;0;100;0;60
2001;Blod;Escherichia coli;Gentamicin;Sør;155;0.6451612903;99.35483871;1;154
2001;Blod;Escherichia coli;Meropenem;Sør;156;0.641025641;99.358974359;1;155
2001;Blod;Escherichia coli;Meropenem;Øst;54;0;100;0;54
2001;Blod;Escherichia coli;Meropenem;Oslo/Akershus;82;0;100;0;82
2001;Blod;Escherichia coli;Meropenem;Midt;61;0;100;0;61
2001;Blod;Escherichia coli;Meropenem;Vest;99;0;100;0;99
2001;Blod;Escherichia coli;Meropenem;Nord;47;0;100;0;47
2001;Blod;Escherichia coli;Meropenem;Norge;499;0.2004008016;99.799599198;1;498
2001;Blod;Klebsiella oxytoca;Ceftazidim;Norge;48;0;100;0;48
2001;Blod;Klebsiella oxytoca;Ceftazidim;Øst;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Ceftazidim;Oslo/Akershus;10;0;100;0;10
2001;Blod;Klebsiella oxytoca;Ceftazidim;Sør;14;0;100;0;14
2001;Blod;Klebsiella oxytoca;Ceftazidim;Nord;1;0;100;0;1
2001;Blod;Klebsiella oxytoca;Ceftazidim;Vest;17;0;100;0;17
2001;Blod;Klebsiella oxytoca;Ceftazidim;Midt;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Nord;1;0;100;0;1
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Sør;14;0;100;0;14
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Øst;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Midt;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Vest;17;0;100;0;17
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Oslo/Akershus;10;0;100;0;10
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Norge;48;0;100;0;48
2001;Blod;Klebsiella oxytoca;Gentamicin;Norge;48;4.1666666667;95.833333333;2;46
