"ProveAar";"Opplegg";"Mikrobe";Antibiotika;"region";antall;"Andel_R";"Andel_S_I";"antall_R";"antall_S_I"
"2003";"Blod";"Escherichia coli";"Ampicillin";"Midt";"128";"36.71875";"63.28125";"47";"81"
"2003";"Blod";"Escherichia coli";"Ampicillin";"Sør";"100";"31";"69";"31";"69"
"2003";"Blod";"Escherichia coli";"Ampicillin";"Vest";"164";"29.2682926829268";"70.7317073170731";"48";"116"
"2003";"Blod";"Escherichia coli";"Ampicillin";"Øst";"134";"29.1044776119403";"70.8955223880597";"39";"95"
"2003";"Blod";"Escherichia coli";"Ampicillin";"Norge";"829";"30.6393244873341";"69.3606755126658";"254";"575"
"2003";"Blod";"Escherichia coli";"Ceftazidim";"Norge";"828";"0.2415458937198";"99.7584541062802";"2";"826"
"2003";"Blod";"Escherichia coli";"Ceftazidim";"Øst";"134";"0";"100";"0";"134"
"2003";"Blod";"Escherichia coli";"Ceftazidim";"Oslo/Akershus";"201";"0";"100";"0";"201"
"2003";"Blod";"Escherichia coli";"Ceftazidim";"Vest";"164";"0";"100";"0";"164"
"2003";"Blod";"Escherichia coli";"Ceftazidim";"Midt";"127";"0";"100";"0";"127"
"2003";"Blod";"Escherichia coli";"Ceftazidim";"Sør";"100";"1";"99";"1";"99"
"2003";"Blod";"Escherichia coli";"Ceftazidim";"Nord";"102";"0.98039215686274";"99.0196078431372";"1";"101"
"2003";"Blod";"Escherichia coli";"Cefuroxim";"Oslo/Akershus";"201";"1.49253731343283";"98.5074626865671";"3";"198"
"2003";"Blod";"Escherichia coli";"Cefuroxim";"Midt";"127";"6.29921259842519";"93.7007874015748";"8";"119"
"2003";"Blod";"Escherichia coli";"Cefuroxim";"Øst";"134";"4.4776119402985";"95.5223880597015";"6";"128"
"2003";"Blod";"Escherichia coli";"Cefuroxim";"Vest";"164";"0.60975609756097";"99.390243902439";"1";"163"
"2003";"Blod";"Escherichia coli";"Cefuroxim";"Nord";"102";"6.86274509803921";"93.1372549019608";"7";"95"
"2003";"Blod";"Escherichia coli";"Cefuroxim";Sør;"100";"4";"96";"4";"96"
"2003";"Blod";"Escherichia coli";"Cefuroxim";"Norge";"828";"3.50241545893719";"96.4975845410628";"29";"799"
"2003";"Blod";"Escherichia coli";"Ciprofloxacin";"Norge";"823";"2.30862697448359";"97.6913730255164";"19";"804"
"2003";"Blod";"Escherichia coli";"Ciprofloxacin";"Oslo/Akershus";"198";"2.02020202020202";"97.979797979798";"4";"194"
"2003";"Blod";"Escherichia coli";"Ciprofloxacin";"Midt";"127";"5.51181102362204";"94.4881889763779";"7";"120"
"2003";"Blod";"Escherichia coli";"Ciprofloxacin";"Sør";"100";"1";"99";"1";"99"
"2003";"Blod";"Escherichia coli";"Ciprofloxacin";"Øst";"133";"1.50375939849624";"98.4962406015037";"2";"131"
"2003";"Blod";"Escherichia coli";"Ciprofloxacin";"Nord";"102";"1.96078431372549";"98.0392156862745";"2";"100"
"2003";"Blod";"Escherichia coli";"Ciprofloxacin";"Vest";"163";"1.84049079754601";"98.159509202454";"3";"160"
"2003";"Blod";"Escherichia coli";"ESBL";"Øst";"133";"0";"100";"0";"133"
"2003";"Blod";"Escherichia coli";"ESBL";"Midt";"128";"2.34375";"97.65625";"3";"125"
"2003";"Blod";"Escherichia coli";"ESBL";"Sør";"99";"0";"100";"0";"99"
"2003";"Blod";"Escherichia coli";"ESBL";"Oslo/Akershus";"181";"0";"100";"0";"181"
"2003";"Blod";"Escherichia coli";"ESBL";"Nord";"102";"0";"100";"0";"102"
"2003";"Blod";"Escherichia coli";"ESBL";"Vest";"162";"0";"100";"0";"162"
"2003";"Blod";"Escherichia coli";"ESBL";"Norge";"805";"0.37267080745341";"99.6273291925466";"3";"802"
"2003";"Blod";"Escherichia coli";"Gentamicin";"Norge";"827";"0.48367593712212";"99.5163240628778";"4";"823"
"2003";"Blod";"Escherichia coli";"Gentamicin";"Oslo/Akershus";"199";"0";"100";"0";"199"
"2003";"Blod";"Escherichia coli";"Gentamicin";"Midt";"128";"0.78125";"99.21875";"1";"127"
"2003";"Blod";"Escherichia coli";"Gentamicin";"Sør";"100";"1";"99";"1";"99"
"2003";"Blod";"Escherichia coli";"Gentamicin";"Nord";"102";"1.96078431372549";"98.0392156862745";"2";"100"
"2003";"Blod";"Escherichia coli";"Gentamicin";"Vest";"164";"0";"100";"0";"164"
"2003";"Blod";"Escherichia coli";"Gentamicin";"Øst";"134";"0";"100";"0";"134"
"2003";"Blod";"Escherichia coli";"Meropenem";"Øst";"134";"0";"100";"0";"134"
"2003";"Blod";"Escherichia coli";"Meropenem";"Oslo/Akershus";"199";"0";"100";"0";"199"
"2003";"Blod";"Escherichia coli";"Meropenem";"Sør";"100";"0";"100";"0";"100"
"2003";"Blod";"Escherichia coli";"Meropenem";"Nord";"101";"0";"100";"0";"101"
"2003";"Blod";"Escherichia coli";"Meropenem";"Midt";"128";"0";"100";"0";"128"
"2003";"Blod";"Escherichia coli";"Meropenem";"Vest";"164";"0";"100";"0";"164"
"2003";"Blod";"Escherichia coli";"Meropenem";"Norge";"826";"0";"100";"0";"826"
"2003";"Blod";"Escherichia coli";"Piperacillin - tazobactam";"Norge";"827";"1.33010882708585";"98.6698911729141";"11";"816"
"2003";"Blod";"Escherichia coli";"Piperacillin - tazobactam";"Sør";"100";"2";"98";"2";"98"
"2003";"Blod";"Escherichia coli";"Piperacillin - tazobactam";"Øst";"134";"0";"100";"0";"134"
"2003";"Blod";"Escherichia coli";"Piperacillin - tazobactam";"Vest";"164";"1.82926829268292";"98.1707317073171";"3";"161"
"2003";"Blod";"Escherichia coli";"Piperacillin - tazobactam";"Oslo/Akershus";"199";"0.50251256281407";"99.4974874371859";"1";"198"
"2003";"Blod";"Escherichia coli";"Piperacillin - tazobactam";"Nord";"102";"1.96078431372549";"98.0392156862745";"2";"100"
"2003";"Blod";"Escherichia coli";"Piperacillin - tazobactam";"Midt";"128";"2.34375";"97.65625";"3";"125"
"2003";"Blod";"Klebsiella oxytoca";"Amoxicillin / Clavulanat";"Nord";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Amoxicillin / Clavulanat";"Øst";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Amoxicillin / Clavulanat";"Vest";"11";"0";"100";"0";"11"
"2003";"Blod";"Klebsiella oxytoca";"Amoxicillin / Clavulanat";"Midt";"7";"14.2857142857142";"85.7142857142857";"1";"6"
"2003";"Blod";"Klebsiella oxytoca";"Amoxicillin / Clavulanat";"Oslo/Akershus";"8";"12.5";"87.5";"1";"7"
"2003";"Blod";"Klebsiella oxytoca";"Amoxicillin / Clavulanat";"Sør";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Amoxicillin / Clavulanat";"Norge";"37";"5.4054054054054";"94.5945945945946";"2";"35"
"2003";"Blod";"Klebsiella oxytoca";"Ceftazidim";"Norge";"37";"0";"100";"0";"37"
"2003";"Blod";"Klebsiella oxytoca";"Ceftazidim";"Øst";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Ceftazidim";"Midt";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Ceftazidim";"Oslo/Akershus";"8";"0";"100";"0";"8"
"2003";"Blod";"Klebsiella oxytoca";"Ceftazidim";"Vest";"11";"0";"100";"0";"11"
"2003";"Blod";"Klebsiella oxytoca";"Ceftazidim";"Sør";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Ceftazidim";"Nord";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Cefuroxim";"Midt";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Cefuroxim";"Oslo/Akershus";"8";"0";"100";"0";"8"
"2003";"Blod";"Klebsiella oxytoca";"Cefuroxim";"Øst";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Cefuroxim";"Vest";"11";"0";"100";"0";"11"
"2003";"Blod";"Klebsiella oxytoca";"Cefuroxim";"Sør";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Cefuroxim";"Nord";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Cefuroxim";"Norge";"37";"0";"100";"0";"37"
"2003";"Blod";"Klebsiella oxytoca";"Ciprofloxacin";"Norge";"37";"0";"100";"0";"37"
"2003";"Blod";"Klebsiella oxytoca";"Ciprofloxacin";"Oslo/Akershus";"8";"0";"100";"0";"8"
"2003";"Blod";"Klebsiella oxytoca";"Ciprofloxacin";"Øst";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Ciprofloxacin";"Vest";"11";"0";"100";"0";"11"
"2003";"Blod";"Klebsiella oxytoca";"Ciprofloxacin";"Midt";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Ciprofloxacin";"Sør";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Ciprofloxacin";"Nord";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"ESBL";"Nord";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"ESBL";"Oslo/Akershus";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"ESBL";"Vest";"11";"0";"100";"0";"11"
"2003";"Blod";"Klebsiella oxytoca";"ESBL";"Øst";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"ESBL";"Midt";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"ESBL";"Sør";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"ESBL";"Norge";"36";"0";"100";"0";"36"
"2003";"Blod";"Klebsiella oxytoca";"Gentamicin";"Norge";"37";"0";"100";"0";"37"
"2003";"Blod";"Klebsiella oxytoca";"Gentamicin";"Øst";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Gentamicin";"Sør";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Gentamicin";"Vest";"11";"0";"100";"0";"11"
"2003";"Blod";"Klebsiella oxytoca";"Gentamicin";"Oslo/Akershus";"8";"0";"100";"0";"8"
"2003";"Blod";"Klebsiella oxytoca";"Gentamicin";"Midt";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Gentamicin";"Nord";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Meropenem";"Sør";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Meropenem";"Vest";"11";"0";"100";"0";"11"
"2003";"Blod";"Klebsiella oxytoca";"Meropenem";"Nord";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Meropenem";"Midt";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Meropenem";"Øst";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Meropenem";"Oslo/Akershus";"8";"0";"100";"0";"8"
"2003";"Blod";"Klebsiella oxytoca";"Meropenem";"Norge";"37";"0";"100";"0";"37"
"2003";"Blod";"Klebsiella oxytoca";"Piperacillin - tazobactam";"Norge";"37";"0";"100";"0";"37"
"2003";"Blod";"Klebsiella oxytoca";"Piperacillin - tazobactam";"Nord";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Piperacillin - tazobactam";"Øst";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Piperacillin - tazobactam";"Oslo/Akershus";"8";"0";"100";"0";"8"
"2003";"Blod";"Klebsiella oxytoca";"Piperacillin - tazobactam";"Sør";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Piperacillin - tazobactam";"Midt";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Piperacillin - tazobactam";"Vest";"11";"0";"100";"0";"11"
"2003";"Blod";"Klebsiella oxytoca";"Trimetoprim - sulfa";"Øst";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Trimetoprim - sulfa";"Nord";"2";"0";"100";"0";"2"
"2003";"Blod";"Klebsiella oxytoca";"Trimetoprim - sulfa";"Sør";"2";"50";"50";"1";"1"
"2003";"Blod";"Klebsiella oxytoca";"Trimetoprim - sulfa";"Oslo/Akershus";"8";"0";"100";"0";"8"
"2003";"Blod";"Klebsiella oxytoca";"Trimetoprim - sulfa";"Midt";"7";"0";"100";"0";"7"
"2003";"Blod";"Klebsiella oxytoca";"Trimetoprim - sulfa";"Vest";"11";"0";"100";"0";"11"
"2003";"Blod";"Klebsiella oxytoca";"Trimetoprim - sulfa";"Norge";"37";"2.7027027027027";"97.2972972972973";"1";"36"
"2003";"Blod";"Klebsiella pneumoniae";"Amoxicillin / Clavulanat";"Norge";"189";"1.05820105820105";"98.9417989417989";"2";"187"
"2003";"Blod";"Klebsiella pneumoniae";"Amoxicillin / Clavulanat";"Sør";"23";"4.34782608695652";"95.6521739130434";"1";"22"
"2003";"Blod";"Klebsiella pneumoniae";"Amoxicillin / Clavulanat";"Øst";"26";"0";"100";"0";"26"
"2003";"Blod";"Klebsiella pneumoniae";"Amoxicillin / Clavulanat";"Midt";"27";"0";"100";"0";"27"
"2003";"Blod";"Klebsiella pneumoniae";"Amoxicillin / Clavulanat";"Vest";"43";"0";"100";"0";"43"
"2003";"Blod";"Klebsiella pneumoniae";"Amoxicillin / Clavulanat";"Oslo/Akershus";"42";"2.38095238095238";"97.6190476190476";"1";"41"
"2003";"Blod";"Klebsiella pneumoniae";"Amoxicillin / Clavulanat";"Nord";"28";"0";"100";"0";"28"
"2003";"Blod";"Klebsiella pneumoniae";"Ceftazidim";"Øst";"26";"0";"100";"0";"26"
"2003";"Blod";"Klebsiella pneumoniae";"Ceftazidim";"Oslo/Akershus";"41";"0";"100";"0";"41"
"2003";"Blod";"Klebsiella pneumoniae";"Ceftazidim";"Midt";"27";"0";"100";"0";"27"
"2003";"Blod";"Klebsiella pneumoniae";"Ceftazidim";"Sør";"23";"4.34782608695652";"95.6521739130434";"1";"22"
"2003";"Blod";"Klebsiella pneumoniae";"Ceftazidim";"Nord";"28";"0";"100";"0";"28"
"2003";"Blod";"Klebsiella pneumoniae";"Ceftazidim";"Vest";"43";"0";"100";"0";"43"
"2003";"Blod";"Klebsiella pneumoniae";"Ceftazidim";"Norge";"188";"0.53191489361702";"99.468085106383";"1";"187"
"2003";"Blod";"Klebsiella pneumoniae";"Cefuroxim";"Norge";"189";"6.87830687830687";"93.1216931216931";"13";"176"
"2003";"Blod";"Klebsiella pneumoniae";"Cefuroxim";"Øst";"26";"3.84615384615384";"96.1538461538461";"1";"25"
"2003";"Blod";"Klebsiella pneumoniae";"Cefuroxim";"Vest";"43";"0";"100";"0";"43"
"2003";"Blod";"Klebsiella pneumoniae";"Cefuroxim";"Oslo/Akershus";"42";"4.76190476190476";"95.2380952380952";"2";"40"
"2003";"Blod";"Klebsiella pneumoniae";"Cefuroxim";"Nord";"28";"7.14285714285714";"92.8571428571428";"2";"26"
"2003";"Blod";"Klebsiella pneumoniae";"Cefuroxim";"Midt";"27";"14.8148148148148";"85.1851851851852";"4";"23"
"2003";"Blod";"Klebsiella pneumoniae";"Cefuroxim";"Sør";"23";"17.391304347826";"82.6086956521739";"4";"19"
"2003";"Blod";"Klebsiella pneumoniae";"Ciprofloxacin";"Nord";"28";"7.14285714285714";"92.8571428571428";"2";"26"
"2003";"Blod";"Klebsiella pneumoniae";"Ciprofloxacin";"Oslo/Akershus";"42";"0";"100";"0";"42"
"2003";"Blod";"Klebsiella pneumoniae";"Ciprofloxacin";"Midt";"27";"0";"100";"0";"27"
"2003";"Blod";"Klebsiella pneumoniae";"Ciprofloxacin";"Øst";"26";"3.84615384615384";"96.1538461538461";"1";"25"
"2003";"Blod";"Klebsiella pneumoniae";"Ciprofloxacin";"Vest";"43";"0";"100";"0";"43"
"2003";"Blod";"Klebsiella pneumoniae";"Ciprofloxacin";"Sør";"23";"0";"100";"0";"23"
"2003";"Blod";"Klebsiella pneumoniae";"Ciprofloxacin";"Norge";"189";"1.58730158730158";"98.4126984126984";"3";"186"
"2003";"Blod";"Klebsiella pneumoniae";"ESBL";"Norge";"184";"0";"100";"0";"184"
"2003";"Blod";"Klebsiella pneumoniae";"ESBL";"Sør";"23";"0";"100";"0";"23"
"2003";"Blod";"Klebsiella pneumoniae";"ESBL";"Vest";"43";"0";"100";"0";"43"
"2003";"Blod";"Klebsiella pneumoniae";"ESBL";"Øst";"26";"0";"100";"0";"26"
"2003";"Blod";"Klebsiella pneumoniae";"ESBL";"Oslo/Akershus";"37";"0";"100";"0";"37"
"2003";"Blod";"Klebsiella pneumoniae";"ESBL";"Nord";"28";"0";"100";"0";"28"
"2003";"Blod";"Klebsiella pneumoniae";"ESBL";"Midt";"27";"0";"100";"0";"27"
"2003";"Blod";"Klebsiella pneumoniae";"Gentamicin";"Vest";"43";"0";"100";"0";"43"
"2003";"Blod";"Klebsiella pneumoniae";"Gentamicin";"Sør";"23";"0";"100";"0";"23"
"2003";"Blod";"Klebsiella pneumoniae";"Gentamicin";"Nord";"28";"0";"100";"0";"28"
"2003";"Blod";"Klebsiella pneumoniae";"Gentamicin";"Øst";"26";"0";"100";"0";"26"
"2003";"Blod";"Klebsiella pneumoniae";"Gentamicin";"Oslo/Akershus";"42";"0";"100";"0";"42"
"2003";"Blod";"Klebsiella pneumoniae";"Gentamicin";"Midt";"27";"0";"100";"0";"27"
"2003";"Blod";"Klebsiella pneumoniae";"Gentamicin";"Norge";"189";"0";"100";"0";"189"
"2003";"Blod";"Klebsiella pneumoniae";"Meropenem";"Norge";"189";"0";"100";"0";"189"
"2003";"Blod";"Klebsiella pneumoniae";"Meropenem";"Øst";"26";"0";"100";"0";"26"
"2003";"Blod";"Klebsiella pneumoniae";"Meropenem";"Vest";"43";"0";"100";"0";"43"
"2003";"Blod";"Klebsiella pneumoniae";"Meropenem";"Sør";"23";"0";"100";"0";"23"
"2003";"Blod";"Klebsiella pneumoniae";"Meropenem";"Oslo/Akershus";"42";"0";"100";"0";"42"
"2003";"Blod";"Klebsiella pneumoniae";"Meropenem";"Midt";"27";"0";"100";"0";"27"
"2003";"Blod";"Klebsiella pneumoniae";"Meropenem";"Nord";"28";"0";"100";"0";"28"
"2003";"Blod";"Klebsiella pneumoniae";"Piperacillin - tazobactam";"Øst";"26";"0";"100";"0";"26"
"2003";"Blod";"Klebsiella pneumoniae";"Piperacillin - tazobactam";"Vest";"43";"0";"100";"0";"43"
"2003";"Blod";"Klebsiella pneumoniae";"Piperacillin - tazobactam";"Midt";"27";"11.1111111111111";"88.8888888888888";"3";"24"
"2003";"Blod";"Klebsiella pneumoniae";"Piperacillin - tazobactam";"Oslo/Akershus";"42";"4.76190476190476";"95.2380952380952";"2";"40"
"2003";"Blod";"Klebsiella pneumoniae";"Piperacillin - tazobactam";"Sør";"23";"4.34782608695652";"95.6521739130434";"1";"22"
"2003";"Blod";"Klebsiella pneumoniae";"Piperacillin - tazobactam";"Nord";"28";"10.7142857142857";"89.2857142857143";"3";"25"
"2003";"Blod";"Klebsiella pneumoniae";"Piperacillin - tazobactam";"Norge";"189";"4.76190476190476";"95.2380952380952";"9";"180"
"2003";"Blod";"Klebsiella pneumoniae";"Trimetoprim - sulfa";"Norge";"188";"3.72340425531914";"96.2765957446808";"7";"181"
"2003";"Blod";"Klebsiella pneumoniae";"Trimetoprim - sulfa";"Oslo/Akershus";"41";"0";"100";"0";"41"
"2003";"Blod";"Klebsiella pneumoniae";"Trimetoprim - sulfa";"Øst";"26";"7.69230769230769";"92.3076923076923";"2";"24"
"2003";"Blod";"Klebsiella pneumoniae";"Trimetoprim - sulfa";"Sør";"23";"0";"100";"0";"23"
"2003";"Blod";"Klebsiella pneumoniae";"Trimetoprim - sulfa";"Vest";"43";"4.65116279069767";"95.3488372093023";"2";"41"
"2003";"Blod";"Klebsiella pneumoniae";"Trimetoprim - sulfa";"Nord";"28";"3.57142857142857";"96.4285714285714";"1";"27"
"2003";"Blod";"Klebsiella pneumoniae";"Trimetoprim - sulfa";"Midt";"27";"7.4074074074074";"92.5925925925926";"2";"25"
"2003";"Blod";"Klebsiella spp.";"Amoxicillin / Clavulanat";"Øst";"1";"0";"100";"0";"1"
"2003";"Blod";"Klebsiella spp.";"Amoxicillin / Clavulanat";"Oslo/Akershus";"13";"15.3846153846153";"84.6153846153846";"2";"11"
"2003";"Blod";"Klebsiella spp.";"Amoxicillin / Clavulanat";"Sør";"2";"50";"50";"1";"1"
"2003";"Blod";"Klebsiella spp.";"Amoxicillin / Clavulanat";"Vest";"6";"0";"100";"0";"6"
"2003";"Blod";"Klebsiella spp.";"Amoxicillin / Clavulanat";"Nord";"3";"0";"100";"0";"3"
"2003";"Blod";"Klebsiella spp.";"Amoxicillin / Clavulanat";"Norge";"25";"12";"88";"3";"22"
"2003";"Blod";"Staphylococcus aureus";"Erytromycin";"Norge";"590";"3.05084745762711";"96.9491525423729";"18";"572"
"2003";"Blod";"Staphylococcus aureus";"Erytromycin";"Sør";"80";"2.5";"97.5";"2";"78"
"2003";"Blod";"Staphylococcus aureus";"Erytromycin";"Øst";"92";"3.26086956521739";"96.7391304347826";"3";"89"
"2003";"Blod";"Staphylococcus aureus";"Erytromycin";"Midt";"74";"0";"100";"0";"74"
"2003";"Blod";"Staphylococcus aureus";"Erytromycin";"Nord";"80";"1.25";"98.75";"1";"79"
"2003";"Blod";"Staphylococcus aureus";"Erytromycin";"Vest";"115";"6.08695652173913";"93.9130434782608";"7";"108"
"2003";"Blod";"Staphylococcus aureus";"Erytromycin";"Oslo/Akershus";"149";"3.35570469798657";"96.6442953020134";"5";"144"
"2003";"Blod";"Staphylococcus aureus";"Fucidin";"Vest";"116";"8.62068965517241";"91.3793103448276";"10";"106"
"2003";"Blod";"Staphylococcus aureus";"Fucidin";"Oslo/Akershus";"151";"5.96026490066225";"94.0397350993377";"9";"142"
"2003";"Blod";"Staphylococcus aureus";"Fucidin";"Øst";"92";"5.43478260869565";"94.5652173913043";"5";"87"
"2003";"Blod";"Staphylococcus aureus";"Fucidin";"Midt";"74";"6.75675675675675";"93.2432432432432";"5";"69"
