ProveAar;Opplegg;Mikrobe;Antibiotika;region;antall;Andel_R;Andel_S_I;antall_R;antall_S_I
2001;Blod;Escherichia coli;Ceftazidim;Vest;100;0;100;0;100
2001;Blod;Escherichia coli;Ceftazidim;Oslo/Akershus;82;0;100;0;82
2001;Blod;Escherichia coli;Ceftazidim;Midt;61;0;100;0;61
2001;Blod;Escherichia coli;Ceftazidim;Øst;54;0;100;0;54
2001;Blod;Escherichia coli;Ceftazidim;Nord;47;0;100;0;47
2001;Blod;Escherichia coli;Ceftazidim;Sør;156;0;100;0;156
2001;Blod;Escherichia coli;Ceftazidim;Norge;500;0;100;0;500
2001;Blod;Escherichia coli;Ciprofloxacin;Norge;496;2.016129032;97.98387097;10;486
2001;Blod;Escherichia coli;Ciprofloxacin;Øst;54;3.703703704;96.2962963;2;52
2001;Blod;Escherichia coli;Ciprofloxacin;Midt;61;0;100;0;61
2001;Blod;Escherichia coli;Ciprofloxacin;Nord;47;0;100;0;47
2001;Blod;Escherichia coli;Ciprofloxacin;Sør;155;1.935483871;98.06451613;3;152
2001;Blod;Escherichia coli;Ciprofloxacin;Oslo/Akershus;82;3.658536585;96.34146341;3;79
2001;Blod;Escherichia coli;Ciprofloxacin;Vest;97;2.06185567;97.93814433;2;95
2001;Blod;Escherichia coli;Gentamicin;Oslo/Akershus;82;1.219512195;98.7804878;1;81
2001;Blod;Escherichia coli;Gentamicin;Øst;54;0;100;0;54
2001;Blod;Escherichia coli;Gentamicin;Midt;60;0;100;0;60
2001;Blod;Escherichia coli;Gentamicin;Nord;47;0;100;0;47
2001;Blod;Escherichia coli;Gentamicin;Sør;155;0.64516129;99.35483871;1;154
2001;Blod;Escherichia coli;Gentamicin;Vest;100;0;100;0;100
2001;Blod;Escherichia coli;Gentamicin;Norge;498;0.401606426;99.59839357;2;496
2001;Blod;Escherichia coli;Meropenem;Norge;499;0.200400802;99.7995992;1;498
2001;Blod;Escherichia coli;Meropenem;Øst;54;0;100;0;54
2001;Blod;Escherichia coli;Meropenem;Oslo/Akershus;82;0;100;0;82
2001;Blod;Escherichia coli;Meropenem;Vest;99;0;100;0;99
2001;Blod;Escherichia coli;Meropenem;Sør;156;0.641025641;99.35897436;1;155
2001;Blod;Escherichia coli;Meropenem;Midt;61;0;100;0;61
2001;Blod;Escherichia coli;Meropenem;Nord;47;0;100;0;47
2001;Blod;Escherichia coli;Trimetoprim - sulfa;Øst;54;14.81481481;85.18518519;8;46
2001;Blod;Escherichia coli;Trimetoprim - sulfa;Vest;99;18.18181818;81.81818182;18;81
2001;Blod;Escherichia coli;Trimetoprim - sulfa;Sør;153;15.03267974;84.96732026;23;130
2001;Blod;Escherichia coli;Trimetoprim - sulfa;Midt;61;21.31147541;78.68852459;13;48
2001;Blod;Escherichia coli;Trimetoprim - sulfa;Nord;47;14.89361702;85.10638298;7;40
2001;Blod;Escherichia coli;Trimetoprim - sulfa;Oslo/Akershus;82;23.17073171;76.82926829;19;63
2001;Blod;Escherichia coli;Trimetoprim - sulfa;Norge;496;17.74193548;82.25806452;88;408
2001;Blod;Klebsiella oxytoca;Ceftazidim;Norge;48;0;100;0;48
2001;Blod;Klebsiella oxytoca;Ceftazidim;Vest;17;0;100;0;17
2001;Blod;Klebsiella oxytoca;Ceftazidim;Midt;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Ceftazidim;Nord;1;0;100;0;1
2001;Blod;Klebsiella oxytoca;Ceftazidim;Øst;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Ceftazidim;Oslo/Akershus;10;0;100;0;10
2001;Blod;Klebsiella oxytoca;Ceftazidim;Sør;14;0;100;0;14
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Nord;1;0;100;0;1
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Sør;14;0;100;0;14
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Oslo/Akershus;10;0;100;0;10
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Øst;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Vest;17;0;100;0;17
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Midt;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Ciprofloxacin;Norge;48;0;100;0;48
2001;Blod;Klebsiella oxytoca;Gentamicin;Norge;48;4.166666667;95.83333333;2;46
2001;Blod;Klebsiella oxytoca;Gentamicin;Midt;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Gentamicin;Oslo/Akershus;10;0;100;0;10
2001;Blod;Klebsiella oxytoca;Gentamicin;Nord;1;0;100;0;1
2001;Blod;Klebsiella oxytoca;Gentamicin;Sør;14;7.142857143;92.85714286;1;13
2001;Blod;Klebsiella oxytoca;Gentamicin;Vest;17;5.882352941;94.11764706;1;16
2001;Blod;Klebsiella oxytoca;Gentamicin;Øst;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Meropenem;Midt;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Meropenem;Sør;14;0;100;0;14
2001;Blod;Klebsiella oxytoca;Meropenem;Øst;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Meropenem;Oslo/Akershus;10;0;100;0;10
2001;Blod;Klebsiella oxytoca;Meropenem;Vest;17;0;100;0;17
2001;Blod;Klebsiella oxytoca;Meropenem;Nord;1;0;100;0;1
2001;Blod;Klebsiella oxytoca;Meropenem;Norge;48;0;100;0;48
2001;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Norge;48;2.083333333;97.91666667;1;47
2001;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Sør;14;0;100;0;14
2001;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Øst;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Vest;17;5.882352941;94.11764706;1;16
2001;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Oslo/Akershus;10;0;100;0;10
2001;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Midt;3;0;100;0;3
2001;Blod;Klebsiella oxytoca;Trimetoprim - sulfa;Nord;1;0;100;0;1
2001;Blod;Klebsiella pneumoniae;Ceftazidim;Midt;2;0;100;0;2
2001;Blod;Klebsiella pneumoniae;Ceftazidim;Øst;17;0;100;0;17
2001;Blod;Klebsiella pneumoniae;Ceftazidim;Oslo/Akershus;15;0;100;0;15
2001;Blod;Klebsiella pneumoniae;Ceftazidim;Vest;34;0;100;0;34
2001;Blod;Klebsiella pneumoniae;Ceftazidim;Sør;36;0;100;0;36
2001;Blod;Klebsiella pneumoniae;Ceftazidim;Nord;3;0;100;0;3
2001;Blod;Klebsiella pneumoniae;Ceftazidim;Norge;107;0;100;0;107
2001;Blod;Klebsiella pneumoniae;Ciprofloxacin;Norge;107;2.803738318;97.19626168;3;104
2001;Blod;Klebsiella pneumoniae;Ciprofloxacin;Oslo/Akershus;15;6.666666667;93.33333333;1;14
2001;Blod;Klebsiella pneumoniae;Ciprofloxacin;Midt;2;0;100;0;2
2001;Blod;Klebsiella pneumoniae;Ciprofloxacin;Nord;3;0;100;0;3
2001;Blod;Klebsiella pneumoniae;Ciprofloxacin;Øst;17;0;100;0;17
2001;Blod;Klebsiella pneumoniae;Ciprofloxacin;Vest;34;0;100;0;34
2001;Blod;Klebsiella pneumoniae;Ciprofloxacin;Sør;36;5.555555556;94.44444444;2;34
2001;Blod;Klebsiella pneumoniae;Gentamicin;Oslo/Akershus;15;0;100;0;15
2001;Blod;Klebsiella pneumoniae;Gentamicin;Øst;17;0;100;0;17
2001;Blod;Klebsiella pneumoniae;Gentamicin;Midt;2;0;100;0;2
2001;Blod;Klebsiella pneumoniae;Gentamicin;Sør;36;0;100;0;36
2001;Blod;Klebsiella pneumoniae;Gentamicin;Nord;3;0;100;0;3
2001;Blod;Klebsiella pneumoniae;Gentamicin;Vest;34;0;100;0;34
2001;Blod;Klebsiella pneumoniae;Gentamicin;Norge;107;0;100;0;107
2001;Blod;Klebsiella pneumoniae;Meropenem;Norge;106;0;100;0;106
2001;Blod;Klebsiella pneumoniae;Meropenem;Oslo/Akershus;15;0;100;0;15
2001;Blod;Klebsiella pneumoniae;Meropenem;Øst;17;0;100;0;17
2001;Blod;Klebsiella pneumoniae;Meropenem;Sør;35;0;100;0;35
2001;Blod;Klebsiella pneumoniae;Meropenem;Vest;34;0;100;0;34
2001;Blod;Klebsiella pneumoniae;Meropenem;Midt;2;0;100;0;2
2001;Blod;Klebsiella pneumoniae;Meropenem;Nord;3;0;100;0;3
2001;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Sør;36;2.777777778;97.22222222;1;35
2001;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Nord;2;0;100;0;2
2001;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Oslo/Akershus;15;0;100;0;15
2001;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Vest;33;6.060606061;93.93939394;2;31
2001;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Øst;17;0;100;0;17
2001;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Midt;2;0;100;0;2
2001;Blod;Klebsiella pneumoniae;Trimetoprim - sulfa;Norge;105;2.857142857;97.14285714;3;102
2001;Blod;Klebsiella spp.;Ceftazidim;Norge;26;0;100;0;26
2001;Blod;Klebsiella spp.;Ceftazidim;Vest;1;0;100;0;1
2001;Blod;Klebsiella spp.;Ceftazidim;Nord;17;0;100;0;17
2001;Blod;Klebsiella spp.;Ceftazidim;Midt;7;0;100;0;7
2001;Blod;Klebsiella spp.;Ceftazidim;Sør;1;0;100;0;1
2001;Blod;Klebsiella spp.;Ciprofloxacin;Vest;1;0;100;0;1
2001;Blod;Klebsiella spp.;Ciprofloxacin;Sør;1;0;100;0;1
2001;Blod;Klebsiella spp.;Ciprofloxacin;Nord;17;0;100;0;17
2001;Blod;Klebsiella spp.;Ciprofloxacin;Midt;6;0;100;0;6
2001;Blod;Klebsiella spp.;Ciprofloxacin;Norge;25;0;100;0;25
2001;Blod;Klebsiella spp.;Gentamicin;Norge;26;0;100;0;26
2001;Blod;Klebsiella spp.;Gentamicin;Sør;1;0;100;0;1
2001;Blod;Klebsiella spp.;Gentamicin;Vest;1;0;100;0;1
2001;Blod;Klebsiella spp.;Gentamicin;Nord;17;0;100;0;17
2001;Blod;Klebsiella spp.;Gentamicin;Midt;7;0;100;0;7
2001;Blod;Klebsiella spp.;Meropenem;Nord;17;0;100;0;17
2001;Blod;Klebsiella spp.;Meropenem;Sør;1;0;100;0;1
2001;Blod;Klebsiella spp.;Meropenem;Vest;1;0;100;0;1
2001;Blod;Klebsiella spp.;Meropenem;Midt;7;0;100;0;7
2001;Blod;Klebsiella spp.;Meropenem;Norge;26;0;100;0;26
2001;Blod;Klebsiella spp.;Trimetoprim - sulfa;Norge;23;4.347826087;95.65217391;1;22
2001;Blod;Klebsiella spp.;Trimetoprim - sulfa;Midt;6;0;100;0;6
2001;Blod;Klebsiella spp.;Trimetoprim - sulfa;Vest;1;0;100;0;1
2001;Blod;Klebsiella spp.;Trimetoprim - sulfa;Sør;1;0;100;0;1
2001;Blod;Klebsiella spp.;Trimetoprim - sulfa;Nord;15;6.666666667;93.33333333;1;14
2001;Blod;Staphylococcus aureus;Betalaktamase;Sør;98;63.26530612;36.73469388;62;36
2001;Blod;Staphylococcus aureus;Betalaktamase;Oslo/Akershus;24;79.16666667;20.83333333;19;5
2001;Blod;Staphylococcus aureus;Betalaktamase;Midt;18;72.22222222;27.77777778;13;5
2001;Blod;Staphylococcus aureus;Betalaktamase;Nord;40;82.5;17.5;33;7
2001;Blod;Staphylococcus aureus;Betalaktamase;Vest;102;71.56862745;28.43137255;73;29
2001;Blod;Staphylococcus aureus;Betalaktamase;Øst;46;71.73913043;28.26086957;33;13
2001;Blod;Staphylococcus aureus;Betalaktamase;Norge;328;71.03658537;28.96341463;233;95
2001;Blod;Staphylococcus aureus;Erytromycin;Norge;363;2.479338843;97.52066116;9;354
2001;Blod;Staphylococcus aureus;Erytromycin;Vest;102;1.960784314;98.03921569;2;100
2001;Blod;Staphylococcus aureus;Erytromycin;Oslo/Akershus;58;5.172413793;94.82758621;3;55
2001;Blod;Staphylococcus aureus;Erytromycin;Midt;19;0;100;0;19
2001;Blod;Staphylococcus aureus;Erytromycin;Nord;41;2.43902439;97.56097561;1;40
2001;Blod;Staphylococcus aureus;Erytromycin;Øst;46;2.173913043;97.82608696;1;45
2001;Blod;Staphylococcus aureus;Erytromycin;Sør;97;2.06185567;97.93814433;2;95
2001;Blod;Staphylococcus aureus;Fucidin;Sør;97;2.06185567;97.93814433;2;95
2001;Blod;Staphylococcus aureus;Fucidin;Oslo/Akershus;58;0;100;0;58
2001;Blod;Staphylococcus aureus;Fucidin;Øst;46;0;100;0;46
2001;Blod;Staphylococcus aureus;Fucidin;Midt;19;0;100;0;19
2001;Blod;Staphylococcus aureus;Fucidin;Nord;40;2.5;97.5;1;39
2001;Blod;Staphylococcus aureus;Fucidin;Vest;102;5.882352941;94.11764706;6;96
2001;Blod;Staphylococcus aureus;Fucidin;Norge;362;2.486187845;97.51381215;9;353
2001;Blod;Staphylococcus aureus;Gentamicin;Norge;363;0.275482094;99.72451791;1;362
2001;Blod;Staphylococcus aureus;Gentamicin;Midt;18;0;100;0;18
2001;Blod;Staphylococcus aureus;Gentamicin;Øst;46;0;100;0;46
2001;Blod;Staphylococcus aureus;Gentamicin;Sør;98;0;100;0;98
2001;Blod;Staphylococcus aureus;Gentamicin;Vest;102;0;100;0;102
2001;Blod;Staphylococcus aureus;Gentamicin;Oslo/Akershus;58;1.724137931;98.27586207;1;57
2001;Blod;Staphylococcus aureus;Gentamicin;Nord;41;0;100;0;41
2001;Blod;Staphylococcus aureus;Klindamycin;Vest;102;0;100;0;102
2001;Blod;Staphylococcus aureus;Klindamycin;Øst;46;2.173913043;97.82608696;1;45
2001;Blod;Staphylococcus aureus;Klindamycin;Oslo/Akershus;58;1.724137931;98.27586207;1;57
2001;Blod;Staphylococcus aureus;Klindamycin;Sør;98;0;100;0;98
2001;Blod;Staphylococcus aureus;Klindamycin;Midt;19;0;100;0;19
2001;Blod;Staphylococcus aureus;Klindamycin;Nord;41;0;100;0;41
2001;Blod;Staphylococcus aureus;Klindamycin;Norge;364;0.549450549;99.45054945;2;362
2001;Blod;Streptococcus pneumoniae;Cefotaxim;Norge;337;0;100;0;337
2001;Blod;Streptococcus pneumoniae;Cefotaxim;Midt;20;0;100;0;20
2001;Blod;Streptococcus pneumoniae;Cefotaxim;Sør;89;0;100;0;89
2001;Blod;Streptococcus pneumoniae;Cefotaxim;Øst;31;0;100;0;31
2001;Blod;Streptococcus pneumoniae;Cefotaxim;Vest;102;0;100;0;102
2001;Blod;Streptococcus pneumoniae;Cefotaxim;Nord;26;0;100;0;26
2001;Blod;Streptococcus pneumoniae;Cefotaxim;Oslo/Akershus;69;0;100;0;69
2001;Blod;Streptococcus pneumoniae;Erytromycin;Nord;26;7.692307692;92.30769231;2;24
2001;Blod;Streptococcus pneumoniae;Erytromycin;Oslo/Akershus;69;0;100;0;69
2001;Blod;Streptococcus pneumoniae;Erytromycin;Midt;21;9.523809524;90.47619048;2;19
2001;Blod;Streptococcus pneumoniae;Erytromycin;Sør;89;1.123595506;98.87640449;1;88
2001;Blod;Streptococcus pneumoniae;Erytromycin;Vest;103;0.970873786;99.02912621;1;102
2001;Blod;Streptococcus pneumoniae;Erytromycin;Øst;31;0;100;0;31
2001;Blod;Streptococcus pneumoniae;Erytromycin;Norge;339;1.769911504;98.2300885;6;333
2001;Blod;Streptococcus pneumoniae;Klindamycin;Norge;339;1.179941003;98.820059;4;335
2001;Blod;Streptococcus pneumoniae;Klindamycin;Oslo/Akershus;69;0;100;0;69
2001;Blod;Streptococcus pneumoniae;Klindamycin;Sør;90;2.222222222;97.77777778;2;88
2001;Blod;Streptococcus pneumoniae;Klindamycin;Vest;103;0.970873786;99.02912621;1;102
2001;Blod;Streptococcus pneumoniae;Klindamycin;Midt;20;5;95;1;19
2001;Blod;Streptococcus pneumoniae;Klindamycin;Øst;31;0;100;0;31
2001;Blod;Streptococcus pneumoniae;Klindamycin;Nord;26;0;100;0;26
2001;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Midt;18;5.555555556;94.44444444;1;17
2001;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Øst;31;0;100;0;31
2001;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Oslo/Akershus;69;0;100;0;69
2001;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Vest;103;2.912621359;97.08737864;3;100
2001;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Sør;90;1.111111111;98.88888889;1;89
2001;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Nord;26;0;100;0;26
2001;Blod;Streptococcus pneumoniae;Trimetoprim - sulfa;Norge;337;1.483679525;98.51632047;5;332
2001;Sår;Staphylococcus aureus;Betalaktamase;Norge;573;78.70855148;21.29144852;451;122
2001;Sår;Staphylococcus aureus;Betalaktamase;Oslo/Akershus;116;75.86206897;24.13793103;88;28
2001;Sår;Staphylococcus aureus;Betalaktamase;Øst;55;80;20;44;11
2001;Sår;Staphylococcus aureus;Betalaktamase;Sør;159;81.13207547;18.86792453;129;30
2001;Sår;Staphylococcus aureus;Betalaktamase;Vest;141;80.14184397;19.85815603;113;28
2001;Sår;Staphylococcus aureus;Betalaktamase;Nord;52;82.69230769;17.30769231;43;9
2001;Sår;Staphylococcus aureus;Betalaktamase;Midt;50;68;32;34;16
2001;Sår;Staphylococcus aureus;Erytromycin;Sør;159;2.51572327;97.48427673;4;155
2001;Sår;Staphylococcus aureus;Erytromycin;Oslo/Akershus;113;6.194690265;93.80530973;7;106
2001;Sår;Staphylococcus aureus;Erytromycin;Øst;55;1.818181818;98.18181818;1;54
2001;Sår;Staphylococcus aureus;Erytromycin;Midt;50;6;94;3;47
2001;Sår;Staphylococcus aureus;Erytromycin;Vest;141;2.127659574;97.87234043;3;138
2001;Sår;Staphylococcus aureus;Erytromycin;Nord;52;3.846153846;96.15384615;2;50
2001;Sår;Staphylococcus aureus;Erytromycin;Norge;570;3.50877193;96.49122807;20;550
2001;Sår;Staphylococcus aureus;Fucidin;Norge;570;21.40350877;78.59649123;122;448
2001;Sår;Staphylococcus aureus;Fucidin;Sør;158;25.3164557;74.6835443;40;118
2001;Sår;Staphylococcus aureus;Fucidin;Øst;55;12.72727273;87.27272727;7;48
2001;Sår;Staphylococcus aureus;Fucidin;Midt;50;16;84;8;42
2001;Sår;Staphylococcus aureus;Fucidin;Vest;141;19.14893617;80.85106383;27;114
2001;Sår;Staphylococcus aureus;Fucidin;Oslo/Akershus;114;21.05263158;78.94736842;24;90
2001;Sår;Staphylococcus aureus;Fucidin;Nord;52;30.76923077;69.23076923;16;36
2001;Sår;Staphylococcus aureus;Klindamycin;Øst;55;0;100;0;55
2001;Sår;Staphylococcus aureus;Klindamycin;Midt;50;0;100;0;50
2001;Sår;Staphylococcus aureus;Klindamycin;Sør;159;0.628930818;99.37106918;1;158
2001;Sår;Staphylococcus aureus;Klindamycin;Vest;141;0;100;0;141
2001;Sår;Staphylococcus aureus;Klindamycin;Nord;52;0;100;0;52
2001;Sår;Staphylococcus aureus;Klindamycin;Oslo/Akershus;115;1.739130435;98.26086957;2;113
2001;Sår;Staphylococcus aureus;Klindamycin;Norge;572;0.524475524;99.47552448;3;569
2001;Urin;Enterococcus faecalis;Ampicillin;Norge;182;0;100;0;182
2001;Urin;Enterococcus faecalis;Ampicillin;Oslo/Akershus;44;0;100;0;44
2001;Urin;Enterococcus faecalis;Ampicillin;Øst;1;0;100;0;1
2001;Urin;Enterococcus faecalis;Ampicillin;Midt;52;0;100;0;52
2001;Urin;Enterococcus faecalis;Ampicillin;Vest;85;0;100;0;85
2001;Urin;Enterococcus faecalis;Ciprofloxacin;Vest;83;9.638554217;90.36144578;8;75
2001;Urin;Enterococcus faecalis;Ciprofloxacin;Midt;52;7.692307692;92.30769231;4;48
2001;Urin;Enterococcus faecalis;Ciprofloxacin;Øst;1;0;100;0;1
2001;Urin;Enterococcus faecalis;Ciprofloxacin;Oslo/Akershus;44;4.545454545;95.45454545;2;42
2001;Urin;Enterococcus faecalis;Ciprofloxacin;Norge;180;7.777777778;92.22222222;14;166
2001;Urin;Enterococcus faecalis;Nitrofurantoin;Norge;182;0;100;0;182
2001;Urin;Enterococcus faecalis;Nitrofurantoin;Midt;52;0;100;0;52
2001;Urin;Enterococcus faecalis;Nitrofurantoin;Øst;1;0;100;0;1
2001;Urin;Enterococcus faecalis;Nitrofurantoin;Vest;85;0;100;0;85
2001;Urin;Enterococcus faecalis;Nitrofurantoin;Oslo/Akershus;44;0;100;0;44
2001;Urin;Enterococcus faecium;Ampicillin;Vest;7;85.71428571;14.28571429;6;1
2001;Urin;Enterococcus faecium;Ampicillin;Midt;1;0;100;0;1
2001;Urin;Enterococcus faecium;Ampicillin;Norge;8;75;25;6;2
2001;Urin;Enterococcus faecium;Ciprofloxacin;Norge;8;87.5;12.5;7;1
2001;Urin;Enterococcus faecium;Ciprofloxacin;Vest;7;100;0;7;0
2001;Urin;Enterococcus faecium;Ciprofloxacin;Midt;1;0;100;0;1
2001;Urin;Enterococcus spp.;Ampicillin;Øst;50;0;100;0;50
2001;Urin;Enterococcus spp.;Ampicillin;Oslo/Akershus;71;0;100;0;71
2001;Urin;Enterococcus spp.;Ampicillin;Vest;52;7.692307692;92.30769231;4;48
2001;Urin;Enterococcus spp.;Ampicillin;Midt;1;0;100;0;1
2001;Urin;Enterococcus spp.;Ampicillin;Nord;46;0;100;0;46
2001;Urin;Enterococcus spp.;Ampicillin;Sør;143;0.699300699;99.3006993;1;142
2001;Urin;Enterococcus spp.;Ampicillin;Norge;363;1.377410468;98.62258953;5;358
2001;Urin;Enterococcus spp.;Ciprofloxacin;Norge;363;7.438016529;92.56198347;27;336
2001;Urin;Enterococcus spp.;Ciprofloxacin;Nord;46;13.04347826;86.95652174;6;40
2001;Urin;Enterococcus spp.;Ciprofloxacin;Oslo/Akershus;71;5.633802817;94.36619718;4;67
2001;Urin;Enterococcus spp.;Ciprofloxacin;Vest;52;15.38461538;84.61538462;8;44
2001;Urin;Enterococcus spp.;Ciprofloxacin;Midt;1;0;100;0;1
2001;Urin;Enterococcus spp.;Ciprofloxacin;Øst;50;12;88;6;44
2001;Urin;Enterococcus spp.;Ciprofloxacin;Sør;143;2.097902098;97.9020979;3;140
2001;Urin;Escherichia coli;Ampicillin;Midt;107;14.95327103;85.04672897;16;91
2001;Urin;Escherichia coli;Ampicillin;Øst;95;29.47368421;70.52631579;28;67
2001;Urin;Escherichia coli;Ampicillin;Vest;202;29.20792079;70.79207921;59;143
2001;Urin;Escherichia coli;Ampicillin;Nord;46;15.2173913;84.7826087;7;39
2001;Urin;Escherichia coli;Ampicillin;Sør;227;22.90748899;77.09251101;52;175
2001;Urin;Escherichia coli;Ampicillin;Oslo/Akershus;204;29.90196078;70.09803922;61;143
2001;Urin;Escherichia coli;Ampicillin;Norge;881;25.31214529;74.68785471;223;658
2001;Urin;Escherichia coli;Ciprofloxacin;Norge;900;0.666666667;99.33333333;6;894
2001;Urin;Escherichia coli;Ciprofloxacin;Nord;46;0;100;0;46
2001;Urin;Escherichia coli;Ciprofloxacin;Vest;202;0.495049505;99.5049505;1;201
2001;Urin;Escherichia coli;Ciprofloxacin;Sør;246;0.406504065;99.59349593;1;245
2001;Urin;Escherichia coli;Ciprofloxacin;Midt;107;0;100;0;107
2001;Urin;Escherichia coli;Ciprofloxacin;Øst;95;2.105263158;97.89473684;2;93
2001;Urin;Escherichia coli;Ciprofloxacin;Oslo/Akershus;204;0.980392157;99.01960784;2;202
2001;Urin;Escherichia coli;Mecillinam;Øst;95;2.105263158;97.89473684;2;93
2001;Urin;Escherichia coli;Mecillinam;Oslo/Akershus;204;1.960784314;98.03921569;4;200
2001;Urin;Escherichia coli;Mecillinam;Midt;107;3.738317757;96.26168224;4;103
2001;Urin;Escherichia coli;Mecillinam;Sør;245;1.632653061;98.36734694;4;241
2001;Urin;Escherichia coli;Mecillinam;Vest;202;1.485148515;98.51485149;3;199
